,Unnamed: 0.1,Unnamed: 0,CLIENT,NAME,PRODUCT_TYPE,ACTION,ACTION.1,DATE_TRANSACTION,QTY,UNIT_PRICE,ISIN_CODE,STOCK_LIBELLE,CURRENCY,TOTAL_AMOUNT,ACTION_TYPE,'CHF_'||CURRENCY,RATE_EUR,RATE_USD
20,20,229,200341,LUFTHANSA AG VNA O.N.,SHARE,Sell,S,2004-04-07 09:20:45,20.0,13.94,DE0008232125,Xetra,EUR,278.8,Trading,CHF_EUR,1.0,1.20665
21,21,238,200341,INTERNATIONAL BUSINESS MACHINE,SHARE,Buy,B,2004-06-30 17:46:49,1.0,87.94,US4592001014,New York Stock Exchange (NYSE),USD,87.94,Trading,CHF_USD,0.821254,1.0
22,22,245,200341,INTERNATIONAL BUSINESS MACHINE,SHARE,Buy,B,2004-08-11 18:36:55,2.0,83.54,US4592001014,New York Stock Exchange (NYSE),USD,167.08,Trading,CHF_USD,0.818699,1.0
23,23,247,200341,ENERSYS,SHARE,Buy,B,2004-09-21 17:33:08,10.0,13.97,US29275Y1029,New York Stock Exchange (NYSE),USD,139.7,Trading,CHF_USD,0.815228,1.0
24,24,250,200341,LUFTHANSA AG VNA O.N.,SHARE,Buy,B,2004-10-26 15:19:40,1.0,9.5,DE0008232125,Xetra,EUR,9.5,Trading,CHF_EUR,1.0,1.2796
25,25,252,200341,SIEMENS AG NA,SHARE,Sell,S,2004-10-28 16:15:10,3.0,59.15,DE0007236101,Xetra,EUR,177.45,Trading,CHF_EUR,1.0,1.27325
26,26,255,200341,ENERSYS,SHARE,Sell,S,2004-11-10 16:51:38,10.0,13.75,US29275Y1029,New York Stock Exchange (NYSE),USD,137.5,Trading,CHF_USD,0.774924,1.0
27,27,256,200341,BOUYGUES ORD,SHARE,Sell,S,2004-11-12 14:30:13,50.0,33.24,FR0000120503,Euronext Paris,EUR,1662.0,Trading,CHF_EUR,1.0,1.29185
28,28,344,200341,VISUALMED,SHARE,Sell,S,2005-12-02 12:26:25,20.0,1.82,US92844G1013,Germany,EUR,36.4,Trading,CHF_EUR,1.0,1.1705
29,29,359,200341,MICROSOFT ORD,SHARE,Buy,B,2006-01-20 17:21:36,5.0,26.89,US5949181045,NASDAQ New York,USD,134.45,Trading,CHF_USD,0.826651,1.0
30,30,360,200341,MICROSOFT ORD,SHARE,Buy,B,2006-01-20 17:23:03,5.0,26.89,US5949181045,NASDAQ New York,USD,134.45,Trading,CHF_USD,0.826788,1.0
31,31,361,200341,MICROSOFT ORD,SHARE,Sell,S,2006-01-20 17:26:16,10.0,26.89,US5949181045,NASDAQ New York,USD,268.9,Trading,CHF_USD,0.826856,1.0
32,32,362,200341,MICROSOFT ORD,SHARE,Buy,B,2006-01-25 17:30:19,10.0,26.55,US5949181045,NASDAQ New York,USD,265.5,Trading,CHF_USD,0.815328,1.0
33,33,490,200341,DANSKE BANK ORD,SHARE,Buy,B,2007-07-05 14:12:18,100.0,238.75,DK0010274414,Copenhague,DKK,23875.0,Trading,CHF_DKK,0.13435,0.18335
34,34,491,200341,DANSKE BANK ORD,SHARE,Sell,S,2007-07-05 14:13:48,100.0,238.5,DK0010274414,Copenhague,DKK,23850.0,Trading,CHF_DKK,0.13435,0.18335
35,35,492,200341,DANSKE BANK ORD,SHARE,Buy,B,2007-07-05 14:14:57,96.0,238.75,DK0010274414,Copenhague,DKK,22920.0,Trading,CHF_DKK,0.13435,0.18335
36,36,493,200341,DANSKE BANK ORD,SHARE,Sell,S,2007-07-05 14:19:56,75.0,238.75,DK0010274414,Copenhague,DKK,17906.25,Trading,CHF_DKK,0.13435,0.18325
37,37,494,200341,DANSKE BANK ORD,SHARE,Sell,S,2007-07-05 14:45:08,21.0,238.75,DK0010274414,Copenhague,DKK,5013.75,Trading,CHF_DKK,0.13435,0.18325
38,38,506,200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Buy,B,2007-08-07 11:06:44,2.0,15.3,IT0000062957,Milano exchange,EUR,30.6,Trading,CHF_EUR,1.0,1.3791
39,39,507,200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Sell,S,2007-08-09 10:57:42,2.0,16.33,IT0000062957,Milano exchange,EUR,32.66,Trading,CHF_EUR,1.0,1.378
40,40,508,200341,PEUGEOT ORD,SHARE,Buy,B,2007-08-14 09:37:11,1.0,59.55,FR0000121501,Euronext Paris,EUR,59.55,Trading,CHF_EUR,1.0,1.3596
41,41,511,200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Buy,B,2007-08-22 17:24:06,1.0,15.82,IT0000062957,Milano exchange,EUR,15.82,Trading,CHF_EUR,1.0,1.35305
42,42,580,200341,MICROSOFT ORD,SHARE,Buy,B,2008-01-08 17:08:43,10.0,34.28,US5949181045,NASDAQ New York,USD,342.8,Trading,CHF_USD,0.67944,1.0
43,43,581,200341,MAYR MELNHOF KARTON ORD,SHARE,Buy,B,2008-01-30 13:57:28,1.0,66.76,AT0000938204,Vienne,EUR,66.76,Trading,CHF_EUR,1.0,1.4803
44,44,582,200341,MAYR MELNHOF KARTON ORD,SHARE,Sell,S,2008-01-30 15:40:23,1.0,66.76,AT0000938204,Vienne,EUR,66.76,Trading,CHF_EUR,1.0,1.4777
45,45,590,200341,MEDIOBANCA BANCA DI CREDITO OR,SHARE,Sell,S,2008-03-10 15:06:44,1.0,12.13,IT0000062957,Milano exchange,EUR,12.13,Trading,CHF_EUR,1.0,1.5355
46,46,604,200341,SIEMENS N ORD,SHARE,Sell,S,2008-05-15 15:13:22,10.0,74.73,DE0007236101,Germany,EUR,747.3,Trading,CHF_EUR,1.0,1.5499
47,47,720,200341,SIEMENS N ORD,SHARE,Sell,S,2009-06-11 17:22:18,7.0,54.34,DE0007236101,Germany,EUR,380.38,Trading,CHF_EUR,1.0,1.40821
48,48,924,200341,VOLKSWAGEN ORD,SHARE,Buy,B,2011-07-13 12:34:34,1.0,132.15,DE0007664005,Germany,EUR,132.15,Trading,CHF_EUR,1.0,1.408445
49,49,942,200341,VOLKSWAGEN ORD,SHARE,Sell,S,2011-10-14 10:40:56,1.0,102.45,DE0007664005,Germany,EUR,102.45,Trading,CHF_EUR,1.0,1.380459
50,50,953,200341,BNP PARIBAS,SHARE,Buy,B,2011-12-19 16:15:01,1.0,29.05,FR0000131104,Milano exchange,EUR,29.05,Trading,CHF_EUR,1.0,1.30201
51,51,954,200341,BNP PARIBAS,SHARE,Sell,S,2011-12-19 16:16:16,1.0,29.01,FR0000131104,Milano exchange,EUR,29.01,Trading,CHF_EUR,1.0,1.30212
52,52,963,200341,CATERPILLAR ORD,SHARE,Buy,B,2012-02-21 15:31:54,5.0,114.73,US1491231015,New York Stock Exchange (NYSE),USD,573.65,Trading,CHF_USD,0.755121,1.0
53,53,964,200341,CISCO SYSTEMS ORD,SHARE,Buy,B,2012-02-21 21:36:20,50.0,20.21,US17275R1023,NASDAQ New York,USD,1010.5,Trading,CHF_USD,0.755952,1.0
54,54,1134,200341,META PLATFORMS CL A ORD,SHARE,Sell,S,2012-11-19 16:27:32,90.0,23.54,US30303M1027,NASDAQ New York,USD,2118.6,Trading,CHF_USD,0.781543,1.0
55,55,1135,200341,MICROSOFT ORD,SHARE,Sell,S,2012-11-19 16:27:47,15.0,26.615,US5949181045,NASDAQ New York,USD,399.225,Trading,CHF_USD,0.781585,1.0
56,56,1175,200341,AXA ORD,SHARE,Buy,B,2013-02-28 18:13:26,10.0,13.356,FR0000120628,Germany,EUR,133.56,Trading,CHF_EUR,1.0,1.30834
57,57,1197,200341,CREDIT AGRICOLE ORD,SHARE,Buy,B,2013-04-16 15:46:01,5.0,6.524,FR0000045072,Euronext Paris,EUR,32.62,Trading,CHF_EUR,1.0,1.31162
58,58,1202,200341,CISCO SYSTEMS ORD,SHARE,Buy,B,2013-08-20 17:06:40,50.0,24.43,US17275R1023,NASDAQ New York,USD,1221.5,Trading,CHF_USD,0.744806,1.0
59,59,1247,200341,CAPGEMINI ORD,SHARE,Buy,B,2014-12-09 15:18:22,10.0,58.9,FR0000125338,Euronext Paris,EUR,589.0,Trading,CHF_EUR,1.0,1.238999
60,60,1258,200341,COMMERZBANK ORD,SHARE,Buy,B,2015-02-18 09:28:35,1.0,11.845,DE000CBK1001,Germany,EUR,11.845,Trading,CHF_EUR,1.0,1.13905
61,61,1259,200341,COMMERZBANK ORD,SHARE,Sell,S,2015-02-18 09:30:02,1.0,11.845,DE000CBK1001,Germany,EUR,11.845,Trading,CHF_EUR,1.0,1.138965
62,62,1270,200341,CAPGEMINI ORD,SHARE,Sell,S,2015-04-23 13:38:58,10.0,77.82,FR0000125338,Euronext Paris,EUR,778.2,Trading,CHF_EUR,1.0,1.074265
63,63,1361,200341,CISCO SYSTEMS ORD,SHARE,Sell,S,2015-09-24 15:30:01,90.0,25.09,US17275R1023,NASDAQ New York,USD,2258.1,Trading,CHF_USD,0.88806,1.0
64,64,1365,200341,GAMING REALMS ORD,SHARE,Sell,S,2015-11-05 13:14:24,270.0,0.2475,GB00BBHXD542,London SETS,GBP,66.825,Trading,CHF_GBP,1.404997,1.5282
65,65,1436,200341,AXA ORD,SHARE,Sell,S,2018-08-20 15:00:19,1.0,21.52,FR0000120628,Germany,EUR,21.52,Trading,CHF_EUR,1.0,1.14241
66,66,1441,200341,APPLE ORD,SHARE,Buy,B,2019-01-22 15:30:00,1.0,156.59,US0378331005,NASDAQ New York,USD,156.59,Trading,CHF_USD,0.881329,1.0
67,67,1442,200341,KKR AND CO ORD,SHARE,Sell,S,2019-01-22 15:42:23,5.0,22.92,US48251W1045,New York Stock Exchange (NYSE),USD,114.6,Trading,CHF_USD,0.88096,1.0
68,68,1444,200341,APPLE ORD,SHARE,Sell,S,2019-01-22 15:44:44,2.0,155.56,US0378331005,NASDAQ New York,USD,311.12,Trading,CHF_USD,0.881042,1.0
69,69,1456,200341,BMW ORD,SHARE,Buy,B,2019-03-12 10:57:32,1.0,73.33,DE0005190003,Germany,EUR,73.33,Trading,CHF_EUR,1.0,1.12757
70,70,1470,200341,CREDIT AGRICOLE ORD,SHARE,Buy,B,2019-05-17 13:08:47,1.0,11.21,FR0000045072,Euronext Paris,EUR,11.21,Trading,CHF_EUR,1.0,1.11688
71,71,1665,200341,TESLA ORD,SHARE,Buy,B,2019-06-25 17:44:57,1.0,221.06,US88160R1014,NASDAQ New York,USD,221.06,Trading,CHF_USD,0.878561,1.0
72,72,1666,200341,TESLA ORD,SHARE,Sell,S,2019-06-25 17:45:10,1.0,221.0,US88160R1014,NASDAQ New York,USD,221.0,Trading,CHF_USD,0.878553,1.0
73,73,1667,200341,TESLA ORD,SHARE,Buy,B,2019-06-25 17:48:11,1.0,220.32,US88160R1014,NASDAQ New York,USD,220.32,Trading,CHF_USD,0.878414,1.0
74,74,1668,200341,TESLA ORD,SHARE,Sell,S,2019-06-25 17:48:43,1.0,220.25,US88160R1014,NASDAQ New York,USD,220.25,Trading,CHF_USD,0.87843,1.0
75,75,1678,200341,CELLNEX TELECOM ORD,SHARE,Buy,B,2019-07-09 10:20:32,1.0,33.56,ES0105066007,Germany,EUR,33.56,Trading,CHF_EUR,1.0,1.120145
76,76,1679,200341,CELLNEX TELECOM ORD,SHARE,Sell,S,2019-07-09 10:37:23,1.0,33.17,ES0105066007,Germany,EUR,33.17,Trading,CHF_EUR,1.0,1.120355
77,77,1680,200341,CELLNEX TELECOM ORD,SHARE,Buy,B,2019-07-09 10:39:11,1.0,33.58,ES0105066007,Germany,EUR,33.58,Trading,CHF_EUR,1.0,1.12016
78,78,1681,200341,CELLNEX TELECOM ORD,SHARE,Sell,S,2019-07-09 10:59:33,1.0,33.22,ES0105066007,Germany,EUR,33.22,Trading,CHF_EUR,1.0,1.119925
79,79,1682,200341,CELLNEX TELECOM ORD,SHARE,Buy,B,2019-07-09 11:00:55,1.0,33.62,ES0105066007,Germany,EUR,33.62,Trading,CHF_EUR,1.0,1.12017
